"","id","upd","term_id","lang","part_speech","gender","term","source","description","wiki","email","pages"
"316",316,NA,"12967","la",NA,NA,"endocrinus",NA,NA,NA,NA,NA
"317",317,NA,"12967","la",NA,NA,"lucidus",NA,NA,NA,NA,NA
"318",318,NA,"12969","la",NA,NA,"parathyrocytus",NA,NA,NA,NA,NA
"319",319,NA,"12969","la",NA,NA,"oxyphilicus",NA,NA,NA,NA,NA
"320",320,NA,"13290","la",NA,NA,"nodulus",NA,NA,NA,NA,NA
"321",321,NA,"13290","la",NA,NA,"lymphoideus",NA,NA,NA,NA,NA
"322",322,NA,"13290","la",NA,NA,"splenicus",NA,NA,NA,NA,NA
"323",323,NA,"13494","la",NA,NA,"neuron",NA,NA,NA,NA,NA
"324",324,NA,"13494","la",NA,NA,"corbiforme",NA,NA,NA,NA,NA
"325",325,NA,"13494","la",NA,NA,"neuron",NA,NA,NA,NA,NA
"326",326,NA,"13494","la",NA,NA,"corbiferum",NA,NA,NA,NA,NA
"327",327,NA,"11083","la",NA,NA,"myocytus",NA,NA,NA,NA,NA
"328",328,NA,"11299","la",NA,NA,"neuroglia",NA,NA,NA,NA,NA
"329",329,NA,"13376","la",NA,NA,"encephalon",NA,NA,NA,NA,NA
"330",330,NA,"11204","la",NA,NA,"neurofibra",NA,NA,NA,NA,NA
"331",331,NA,"13620","la",NA,NA,"ganglion",NA,NA,NA,NA,NA
"332",332,NA,"13620","la",NA,NA,"sensorium",NA,NA,NA,NA,NA
"333",333,NA,"11602","la",NA,NA,"glandulae",NA,NA,NA,NA,NA
"334",334,NA,"11602","la",NA,NA,"salivariae",NA,NA,NA,NA,NA
"335",335,NA,"11602","la",NA,NA,"glandulae",NA,NA,NA,NA,NA
"336",336,NA,"11602","la",NA,NA,"oris",NA,NA,NA,NA,NA
"337",337,NA,"10344","la",NA,NA,"granulum",NA,NA,NA,NA,NA
